"dog_number","birth_date","age","sex","group","abridged_Name","fractions","exposure_time","first_exposure_age","dose_per_minute","dose_per_fraction","total_dose","total_dose","daily_dose","days_exposed","first_exposure_age","interrupts",
"1007","1964-11-25","0","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1008","1964-11-25","0","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1009","1964-11-25","2","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1010","1964-11-25","1","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1011","1964-11-25","289","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1012","1964-11-25","2","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1013","1964-11-25","0","U","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1014","1964-11-25","0","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1015","1964-12-10","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1016","1964-12-10","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1017","1964-12-10","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1018","1964-12-10","946","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1019","1964-12-10","949","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1020","1964-12-10","852","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1021","1964-12-21","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1022","1964-12-21","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1023","1964-12-21","1240","F","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"1024","1964-12-21","3738","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"1025","1964-12-21","5","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1026","1964-12-21","455","M","110","Stocks, Breeders, etc.","","","","","","","","","","","",
"1027","1964-12-29","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1028","1964-12-29","1969","F","6700","Development of Techniques and Proceedures","","","","","","","","","","","",
"1029","1964-12-29","1247","F","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"1030","1964-12-29","2268","F","6700","Development of Techniques and Proceedures","","","","","","","","","","","",
"1031","1964-12-29","454","F","110","Stocks, Breeders, etc.","","","","","","","","","","","",
"1032","1964-12-29","2992","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"1033","1965-01-16","2005","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1034","1965-01-16","2243","F","7000","Stocks, Breeders, etc.","","","","","","","","","","","",
"1035","1965-01-16","2242","F","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1036","1965-01-16","2064","F","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1037","1965-01-16","2243","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1038","1965-01-16","1894","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1039","1965-01-16","2243","F","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1040","1965-01-16","1","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1041","1965-01-16","22","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1042","1965-01-16","2244","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"1043","1965-01-28","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1044","1965-01-28","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1045","1965-01-28","6","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1046","1965-01-28","5","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1047","1965-01-28","5","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1048","1965-02-24","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1049","1965-02-24","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1050","1965-02-24","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1051","1965-02-24","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1052","1965-02-24","0","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1053","1965-02-24","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1054","1965-02-24","1","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1055","1965-02-24","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1056","1965-02-24","1","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1057","1965-02-24","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1058","1965-02-24","3","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1059","1965-02-24","1","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1060","1965-03-11","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1061","1965-03-11","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1062","1965-03-11","431","F","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1063","1965-03-11","432","F","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1064","1965-03-11","389","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1065","1965-03-11","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1066","1965-03-11","3742","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"1067","1965-03-28","2130","F","7200","Hematological Changes","","","","","","","","","","","",
"1068","1965-03-28","1675","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1069","1965-03-28","982","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1070","1965-03-28","985","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1071","1965-03-28","125","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1072","1965-03-28","383","M","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1073","1965-03-28","383","M","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1074","1965-05-06","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1075","1965-05-06","1469","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"1076","1965-05-06","79","M","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1077","1965-05-06","410","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1078","1965-05-06","2139","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1079","1965-05-06","411","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1080","1965-05-06","410","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1081","1965-05-06","411","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1082","1965-05-10","2458","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"1083","1965-05-10","1632","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"1084","1965-05-10","2037","F","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1085","1965-05-10","2131","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"1086","1965-05-10","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1087","1965-05-10","2467","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"1088","1965-05-18","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1089","1965-05-18","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1090","1965-05-18","1897","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1091","1965-05-18","322","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1092","1965-05-18","2123","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"1093","1965-05-28","553","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"1094","1965-05-28","1567","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1095","1965-05-28","2407","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"1096","1965-05-28","2120","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"1097","1965-05-28","4","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1098","1965-05-28","95","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"1099","1965-05-28","1","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1100","1965-05-28","2117","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"1101","1965-05-29","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1102","1965-05-29","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1103","1965-05-29","570","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"1104","1965-05-29","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1105","1965-05-29","3","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1106","1965-05-29","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1107","1965-05-29","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1108","1965-05-29","1613","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"1109","1965-05-29","2061","F","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"1110","1965-05-29","645","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"1111","1965-05-29","552","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"1112","1965-05-29","983","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1113","1965-06-12","5","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1114","1965-06-12","2102","F","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1115","1965-06-12","969","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"1116","1965-06-12","467","F","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1117","1965-06-12","807","F","110","Stocks, Breeders, etc.","","","","","","","","","","","",
"1118","1965-06-12","442","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1119","1965-06-12","807","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1120","1965-06-12","808","M","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1121","1965-06-12","808","M","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1122","1965-06-13","4680","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"1123","1965-06-13","618","F","110","Stocks, Breeders, etc.","","","","","","","","","","","",
"1124","1965-06-13","618","F","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1125","1965-06-13","619","M","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1126","1965-06-13","619","M","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1127","1965-06-14","807","F","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1128","1965-06-14","1016","F","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1129","1965-06-14","2100","F","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1130","1965-06-14","12","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1131","1965-06-14","2101","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1132","1965-06-20","0","U","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"1133","1965-07-03","996","F","110","Stocks, Breeders, etc.","","","","","","","","","","","",
"1134","1965-07-03","2138","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"1135","1965-07-03","997","F","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"1136","1965-07-03","12","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1137","1965-07-03","5","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"1138","1965-07-21","978","F","6400","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
